hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.18,4524.0,81.1,2.0,1
health sciences north,Health Sciences North,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.28,1006.0,25.0,8.0,1
health sciences north,Health Sciences North,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.76,1575.0,82.6,8.0,0
health sciences north,Health Sciences North,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.8,2365.0,75.9,4.0,1
health sciences north,Health Sciences North,North,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.22,4535.0,80.0,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.29,967.0,47.1,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.94,1641.0,95.0,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.42,3232.0,77.9,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.82,5243.0,87.0,2.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.75,872.0,40.9,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.07,2139.0,94.9,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.75,3411.0,75.2,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.06,4580.0,,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.92,802.0,33.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.1,2331.0,95.0,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.71,2680.0,70.0,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.04,4172.0,81.9,2.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.0,766.0,37.0,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.5,1686.0,93.8,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.58,3094.0,60.5,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.24,4605.0,80.6,2.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.16,1050.0,32.3,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.45,1585.0,85.6,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.69,3188.0,72.1,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.95,4907.0,83.5,2.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.25,949.0,28.2,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.15,1879.0,86.1,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.65,2953.0,71.4,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.58,4488.0,64.7,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.24,1053.0,44.9,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.18,2311.0,85.5,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.07,3365.0,58.2,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.85,4958.0,86.3,2.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.35,1107.0,36.9,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.77,1689.0,89.1,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.45,2393.0,60.3,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.9,3907.0,89.6,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.27,1106.0,25.0,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.68,2142.0,84.3,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.44,2543.0,63.2,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.98,3616.0,85.0,2.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.81,1092.0,25.0,8.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.69,1531.0,87.6,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.51,3287.0,78.5,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.41,4162.0,75.0,2.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.0,812.0,25.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",9.2,1565.0,78.9,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.44,2950.0,62.3,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.79,4653.0,65.3,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.88,1088.0,32.6,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.7,1930.0,95.0,8.0,0
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.23,3094.0,66.6,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.06,4048.0,84.2,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.26,925.0,38.4,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.37,2277.0,95.0,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.67,2487.0,61.3,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.58,5072.0,68.2,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.74,1107.0,38.1,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.14,1799.0,87.5,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",6.52,3398.0,45.5,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.34,5045.0,73.9,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.25,,30.2,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",8.11,2037.0,86.1,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.94,3435.0,73.5,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.21,4097.0,74.5,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.96,880.0,25.0,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.75,2054.0,81.5,8.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",,3118.0,95.0,4.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.26,3506.0,73.3,2.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.1,865.0,27.2,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.58,2248.0,94.1,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202505,2025-05-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.11,3275.0,65.1,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202505,2025-05-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.29,4642.0,71.8,2.0,1
grand river hospital,Grand River Hospital,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.43,920.0,50.7,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.89,1797.0,95.0,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.07,2326.0,68.7,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.05,3769.0,78.8,2.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.31,910.0,40.2,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.73,1481.0,93.3,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.02,2557.0,67.4,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,3354.0,85.0,2.0,0
health sciences north,Health Sciences North,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.19,850.0,28.8,8.0,1
health sciences north,Health Sciences North,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.56,1908.0,82.9,8.0,0
health sciences north,Health Sciences North,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.12,2593.0,69.7,4.0,1
health sciences north,Health Sciences North,North,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.25,3699.0,76.0,2.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.17,930.0,49.5,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",,1839.0,95.0,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.31,2297.0,77.2,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.3,4516.0,72.4,2.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.06,1053.0,43.0,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.74,1704.0,91.9,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.25,3075.0,67.1,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.2,3555.0,75.9,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.93,1067.0,45.8,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.93,1899.0,82.7,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.22,3166.0,77.3,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.79,3552.0,85.9,2.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.05,707.0,57.8,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.02,1537.0,95.0,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.63,3045.0,63.0,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.23,3587.0,78.5,2.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.85,881.0,41.3,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.18,1712.0,91.4,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.49,2423.0,75.8,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.74,4686.0,,2.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.42,799.0,25.0,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.26,1607.0,85.4,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.17,2800.0,70.2,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.97,4962.0,84.1,2.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.92,750.0,25.4,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.43,1784.0,87.2,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.52,2803.0,61.4,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.04,4798.0,85.5,2.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.07,867.0,46.2,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.44,1724.0,95.0,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.32,2890.0,76.0,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.7,4664.0,88.6,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.51,864.0,26.7,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.16,1590.0,85.3,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.55,2389.0,60.9,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.95,4923.0,85.3,2.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,1047.0,95.0,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.19,2058.0,87.0,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.67,2902.0,62.7,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.82,3896.0,91.1,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.98,851.0,46.0,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.23,1512.0,89.0,8.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.96,2665.0,70.7,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.04,4469.0,79.1,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.07,776.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.31,2088.0,88.5,8.0,0
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.61,2222.0,75.9,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.17,3369.0,77.1,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.73,984.0,25.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.28,1989.0,95.0,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.48,3112.0,63.2,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,3519.0,95.0,2.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.74,1055.0,25.0,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.34,1744.0,84.9,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.96,2218.0,59.3,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.12,3854.0,83.9,2.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.6,1057.0,37.4,8.0,1
